given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id,cluster_id
bryce,mason,212.0,tank street,burrawong park,penrith,4305,nsw,19260419.0,4300873,91080,2195
alexanrda,clarke,184.0,yakpatoon,sadlier street,frankston,2756,qld,19190129.0,3045502,83013,2196
breeanne,dibben,6.0,collicott circuit,berkley lodge,blacktown,2317,nsw,19241203.0,6261894,78874,370
nathas,morriosn,59.0,peppin place,,eaglehawk,6172,qld,,5567390,26475,797
isabella,clarke,59.0,gillespiqe street,flr 5 john flyn medical centre,mount victoria,2147,act,19950110.0,4409764,20306,719
jack,mcgjrk,33.0,,,frenchs forest,3462,nsw,19940814.0,7084883,1754,2197
jade,jolly,10.0,jinka street,redlands,avondale heights,4510,nsw,19310801.0,8055203,68408,1595
oliver,sal t,25.0,mcmillan c rescent,halls of residence monash university,coffs harbour,7301,qld,19311218.0,7369494,11373,594
mikayla,clarke,4.0,richardson circuit,windy gully,campbell town,3184,vic,19970326.0,3619696,26178,2198
max,white,47.0,bendigo street,mater professional centre,samford,3674,nsw,19940426.0,7687209,72392,1692
george,blma,15.0,mcdonald street,burnside,mount eliza,6567,vic,19730806.0,3873535,19364,678
timothy,broadby,1.0,marengo place,lewin lodge,leonardshill,2707,qld,19670530.0,3863457,98572,1617
nathan,reid,49.0,coobina place,violet creek,mcdowall,7004,qld,19960510.0,5697632,11410,2199
arabella,stubbs,64.0,ringrose crescent,the aprk,st huberts island,5007,wa,19261116.0,7685033,54082,1308
xavier,willing,72.0,blackbutt street,upa cottages,raceview,2506,nsw,19060211.0,4023184,65651,1399
samara,willing,,,coolinda,concotd,3765,nsw,19270204.0,1045315,56262,114
charlotte,mccracken,5.0,,flr 5 john flynn medical centre,bligh park,4814,nsw,19570529.0,6092940,31094,153
lachln,tebbutt,457.0,jim pike avenue,bendarra,lemon tree passage,3233,nsw,19680108.0,5276246,55393,1296
,abeywickrama,16.0,strzelecki rcescent,,armidale,2299,qld,19130224.0,6845689,31880,1658
emiily,white,6.0,cheeseman place,site lakes caravan park,midland,5023,nsw,19500222.0,6098042,46307,2200
sophie,pascoe,160.0,blackman crescent,lamington n ational,pacific aradise,3284,sa,19941127.0,9967942,40757,1968
wli,vincent,2.0,slessor crescent,tulliallan,mount isa,2076,nsw,19570306.0,7747820,79422,586
charlotte,glass,3.0,sculptor street,green farm mates,hahndorf,2581,qld,19510713.0,3792276,72172,801
timothy,broadby,1.0,marengo place,lewin lodge,urabgan,2770,qld,19670530.0,3863457,57288,1617
lucy,bela,1619.0,myall street,cohuna estate,ryde,4163,vic,19090524.0,6448886,78259,2201
kelsey,nguyen,11.0,champion place,rosebrook,boronia heights,2036,nsw,19130601.0,8154269,10412,1491
timothy,britten,11.0,clarkson street,wyoming park,ulladulla,7320,wa,19680222.0,7761320,14714,1450
kirimovs,joshuaa,19.0,slessor crescent,anglican guest village,christie downs,5041,vic,19320714.0,6007331,97436,1017
rebecca,gripton,47.0,,australia fair medical west centre,balwyn north,6030,wa,19420626.0,2546284,78977,1206
thorpe,sayra,644.0,wongasquare,monkman street,canley heights,5025,vic,19580420.0,6699959,650,2202
adele,walls,1.0,abercrombie circuit,congreave court,beverly hills,3219,qld,19041026.0,4207496,42821,1929
ryan,indiana,103.0,brimage place,dudley specialistt medical centre,kangaroo flat,3193,nsw,19770224.0,8553719,26978,2203
sean,matthews,19.0,,marandyvale,bunbury,5051,sa,19520805.0,2832579,62616,1571
sara,stanley,15.0,quinlivan crescent,pacific ranch,joondanna,2119,sa,19220615.0,1551636,19911,2204
katelyn,thurlow,10.0,mccawley street,bell place (cnr bell r road,seddon west,2452,vic,,7598676,41451,2205
jackson,cherini,5.0,dennis street,belmont bayview park,marburg,4507,qld,19680225.0,5300756,66560,2206
ruby,goryan,2.0,keartland street,nedlyn,scarborough,3023,wa,19351205.0,7204516,29417,2207
haryley,mccarthy,177.0,pridhamp street,miltoh,marsden,3165,nsw,19080419.0,6089216,7605,2
freya,warnock,5.0,,locn 3s39,st clair,6185,nsw,19120525.0,7654842,69126,2208
emiily,skeen,280.0,belconnen way,locatln 6656,templars,2133,sa,19390814.0,4133934,69675,518
berryman,phoebe,25.0,badimaraqstreet,garden est,toronto,3146,qld,19241130.0,3676248,34296,2209
rachyel,byers,17.0,hilder street,berowra,palmefrston,4740,nsw,19550530.0,6410415,89940,1022
kobe,geore,19.0,tenison-woos circuit,cliff huose 2,frankstwon,3028,qld,19960914.0,8823656,90777,1772
isabella,shandley,57.0,fincham crrscent,wilga,thebarton,2642,nsw,19520602.0,2401777,58034,338
courtney,bellchambers,8.0,brigalow street,glendas,arundel,3041,vic,19001227.0,1025076,16770,2210
matthew,greeb,3.0,larpent street,brentwopd vlge,dianella,2101,vic,19410114.0,8051408,24892,2157
nicole,carbone,46.0,schlich nstreet,simpson army barracks,toowoomba,3000,wa,19030926.0,8190756,88597,857
blakde,green,10.0,bate place,janglen,poochera,2134,vic,19160406.0,4587041,2397,2211
jared,gajda,112.0,letters street,,coombabah,2792,nsw,19560718.0,2380185,968,2212
imogen,braithwaite,15.0,rosman circuit,langlw igh,nhill,7273,qld,19080131.0,9913172,34812,883
sachin,garcia,25.0,tanderra crescent,villa 2,geraldton,2705,sa,19320919.0,2886997,1666,765
joshua,torzillo,92.0,maclaurin crescent,glubbaan,hawtcorn,2148,nws,,1090709,70072,1570
travis,stulbs,42.0,scardon treet,st john of go hospital,calen,2156,nsw,19010228.0,5893718,65241,1295
leonl,haar,24.0,inwood lace,brindabella speci alist centre,newcastle,4019,vic,19930327.0,5674799,38381,968
rebecca,trenerry,323.0,ashburner street,little glencoe,roxburgh park,2000,wa,19050103.0,2980023,52632,422
amelis,sturck,29.0,winser c rescent,pangani,coffs harbour,2255,vic,19640311.0,7848066,46091,583
jacob,satterley,45.0,mclachlan crescent,pyramid cara park,long beach,2042,vic,19570212.0,3993788,49065,2213
george,artis,49.0,corona place,tullanubrra,springfield,4109,vic,19810320.0,5959224,14606,2214
bayley,campbell,27.0,rushbrook circuit,wilga,port leliot,2487,nsw,19790307.0,8338862,58315,404
nicholas,polmear,6.0,wynn street,bowen palms caravan park,coffs harbour,5017,nsw,19070819.0,3163069,18195,2215
emma,louca,1.0,morton street,pinecroft,berwick,3377,vic,19590308.0,4142406,87289,1453
,bouras,74.0,inwood place,gorge creek orchards,hoppers crossing,2203,nsw,19971016.0,9221934,23263,709
matthew,clarke,7.0,illawarra court,carisbrook,south perth,4670,vic,19340701.0,9975239,95979,2216
elizabeth,stephenson,56.0,hallen close,warra,kununurra,4127,nsw,19121119.0,4481240,6807,550
aimee,trzcinski,117.0,jacobs street,,frankston,2198,nsw,19280418.0,8941279,47643,343
michaela,deese,16.0,leason close,craigie lea garden,charlestown,2537,nsw,19360507.0,6307936,4803,1290
charlie,goode,7.0,tauss place,grandview,mitcham,2557,vic,19761213.0,6548135,7867,607
fraser,tadege,1.0,mcinness treet,roweth orpe,scarborough,2870,nsw,19001013.0,3817644,20649,128
ashleigh,whiteway,,cotton street,tubbarubba,park orchards,3123,vic,19610704.0,5163016,22662,1100
xavier,matosn,10.0,,rank in park,kellyville,3039,vic,19620202.0,6169819,95412,2217
anna,eisner,28.0,creswell street,giants creek vinyard,seven hills,6155,qld,19661231.0,9314098,75924,2218
ambre,blackwell,25.0,thomson street,,salibsury,3188,nsw,19160211.0,5701396,46769,72
ashley,carboqne,13.0,louis loder street,john flynn medical centre,blacktown,2423,vic,19260703.0,4111996,586,827
george,blavd,15.0,mcdonald street,burncide,mount wliza,6567,sa,19730806.0,3873535,63782,678
abbey,campbell,81.0,adair street,arcadia,wantirna,6051,sa,19211108.0,1327917,38854,1472
michael,wucyatsch,66.0,meehan garden,medical ecntre,dianella,4700,wa,19190110.0,1613604,35015,326
michaela,,27.0,markell place,nunnook,frenchs ofrest,6782,qld,19250608.0,1947368,58093,167
magnus,boyle,11.0,bindiri place,naringal orchard,raceview,2036,qld,19540417.0,1684612,9140,1610
hamish,ryan,5.0,bonney street,,adamstown,2224,nsw,19161128.0,8439607,60656,2189
emiily,beams,23.0,kingscote crescent,cromdale,warrane,6163,nsw,19481014.0,5500494,80740,1823
benjamin,etherington,92.0,westbury circuit,mallaby,apple tree creek,5045,nsw,19950411.0,1615398,87860,582
sarah,mccarhty,142.0,bunurung close,villa 1/4,hope valley,2124,nsw,19420905.0,8365314,5197,2219
kirra,riddell,23.0,rene street,medical centre,burpengary,2774,qld,19140824.0,2031372,52265,1142
zachary,clarie,16.0,,st john of god hospital,camiar,2120,qld,19300102.0,3102291,45676,1695
lily,les,14.0,learmonth drive,glenview,patterson lakes,2031,tas,19181114.0,2396732,31479,1117
alexandra,howie,18.0,clancy street,terranora,goodwood,3033,act,19551111.0,4104594,19801,1278
xavier,david,10.0,mcluckie crescent,glenbare,murdoch,3143,sa,19320323.0,8644609,33088,454
chalres,trevorvrow,,duggan street,inishmore,whitebridge,5473,vic,19721022.0,5211167,43615,2051
natalia,marceta,57.0,halford cescent,kamilaroi dottage,,6072,wa,19820807.0,8788410,70244,2220
brownfe,jack,23.0,hartleystreet,macdonald downs stathoon old homestead,surry hills,3055,qld,19530825.0,8223201,18225,2221
nicolas,fogg,48.0,wilshire street,safari lodge,lemongrove,2011,wa,19901127.0,3325932,71845,247
ametlia,gilberston,67.0,boswellcrescent,,morwell,4074,nsw,19111011.0,9304242,84188,204
harley,switalski,2.0,duhig place,rose hall,thornlie,3064,nsw,19270929.0,8619979,241,2222
imogen,braithwatie,15.0,rosman circuit,,nhill,7173,qld,19080131.0,9913172,50337,883
jacob,hassall,33.0,carlile street,torbanlea,yabba north,3623,nsw,19790619.0,6010042,46298,2128
faiht,rya,5.0,alston street,myliton,lake cathie,4461,wa,19620419.0,2349088,87781,577
james,campbell,1181.0,jaeger circuit,hamden place,beechb oro,3943,qld,19991103.0,2846606,61659,1908
georgia,cookson,27.0,turner place,kapeka,salisbury east,3840,qld,19530305.0,2134191,27676,1805
nguyen,sophie,26.0,,,mount colah,2505,nsw,19701117.0,2122377,57675,2223
adam,coulson,108.0,bertel crescent,gwandalan,wanneroo,2298,sa,19580414.0,8721381,97287,2224
dillon,dixon,12.0,jane price crescent,lakes retirement estate,broadbeach waters,2480,qld,19901128.0,4907452,18666,2225
mikaela,parr,40.0,ijong street,,brookdale,3043,nsw,19111221.0,6060304,91754,2226
harry,lowry,23.0,captain cook crescent,nunkeri (cnr linburn r road,deniliquin,4552,nsw,19891220.0,9931239,6885,1897
stephanie,rollins,22.0,bullumbir street,oakdale,worongary,2355,nsw,19000908.0,1229055,16082,2227
ruby,jeffries,73.0,forbes sotreet,underwood,st albans,4155,nsw,19490705.0,2061933,45149,152
bellchambers,matthew,7.0,illawarra court,carisbrook,southqperth,4670,vic,19340701.0,9975239,86313,2228
declen,,1.0,drosera place,quandialla,yarra junction,800,vic,19760613.0,2291123,80528,1337
tabitha,mcgirr,8.0,longerenong street,berkeley vlge,barmera,4218,act,19221120.0,6798307,7476,545
georgia,cookson,27.0,turne rplace,kapeka,salisbur y east,3840,qld,19530305.0,2131491,86081,1805
jessica,baillie,26.0,tarcolla retirement village,custance street,tweedgheads,4184,nsw,19281031.0,4053650,80054,985
ryman,samel,31.0,,allunga,brightwaters,3053,qld,19670118.0,5648286,30783,2229
d'arcy,tchung,222.0,sinclair street,the boulevarde,rosslea,3950,vic,19340806.0,7171127,60176,2230
sarah,white,48.0,sadlier street,berkeley village,,2263,vic,19310728.0,9902353,98273,1677
ryan,noble,12.0,ellerston avenue,railway cottage,mount eliza,4850,qld,19890124.0,2038708,61388,2231
lachlan,hyland,16.0,colebatchplace,penqui te road,new lambton heights,4305,qld,19340129.0,6484656,99294,649
daniel,baynes,46.0,alsop ldose,snug beach cvn park,longreach,2415,vic,19760501.0,3975116,73454,1224
edward,locyk,57.0,,northbourne,auvurn,4030,nsw,19071214.0,1552547,51235,2232
lachlan,,59.0,liverpool street,,moorooka,3756,qld,19120804.0,6023659,23154,2233
reece,miels,75.0,woronora street,wandearah,leslie vale,3101,nsw,19410117.0,4643316,45224,1849
jackson,eglinton,840.0,fowles street,mountv iew,burleigh heads,2830,sa,19830807.0,2932837,89978,1869
molly,dudley,,yolla place,hamilton,cleveland,4006,wa,19710811.0,4887816,54404,2234
talissa,matoga,13.0,currong street,glen quoin,mirrabooka,6401,vic,19831230.0,5562808,70362,2235
ned,george,4.0,colborne place,rosdeale,marygorough,2226,wa,19290715.0,5389901,77391,1449
samuel,webb,16.0,tourist c aravn park,balala dplace,osborne park,5032,vic,19401203.0,9777818,52468,2236
,morrion,42.0,parnell place,,davistown,2580,nsw,19620915.0,6017868,41950,1416
jack,,2.0,eaglemont retreat,hopetoun quays,scarborough,5045,qld,19390818.0,2970882,39933,2194
jake,madigan,50.0,,panagni,port pirie,2360,nsw,19110414.0,5751461,14124,1187
noah,sounness,18.0,leist street,moondani,seaforth,832,qld,19900129.0,6693616,58402,95
amelia,kochiwama,44.0,antares rcescent,telope a park,benwpa,7017,nsw,19000626.0,2398260,33856,698
tina,stubbs,417.0,barwell place,,cromer heights,3869,nsw,19030715.0,1274999,11938,1974
madeleine,bibb,22.0,henty srteet,walea,nambour,4500,tas,19970902.0,9875423,74529,887
toby,garran,8.0,mcguiness place,the tips,miami,3125,qld,19520817.0,8221456,44863,250
sean,mattyews,19.0,,marandyvale,bunbury,5051,sa,19520805.0,2832579,29268,1571
louise,breheny,13.0,hawker street,,woodcroft,2165,sa,19460104.0,3854020,22828,1797
zachary,,14.0,teakle place,the bowery,yarram,2299,sa,19100817.0,4968103,36269,363
dayna,rocca,49.0,goodwin street,,sunshine beach,4070,qld,19290208.0,7904154,13156,2237
carla,chraplewski,4.0,myall street,kyree,leichhardt,6726,vic,19311129.0,3589898,62695,2238
ryan,milburn,1041.0,rogers street,locn 1383,rostrevor,2065,wa,19760702.0,3069200,44668,2239
samantha,moskwa,28.0,phillip avenue,riverpark,bacchus marsh,2282,sa,19560206.0,8546803,61197,966
vincent,tkachuk,333.0,dooland court,hobbit hole,tomakin,4350,tas,19750227.0,9224161,6548,2240
tynan,blacokw,15.0,annear place,niok,reholq,4034,nsw,19690520.0,8046280,50688,789
pulfrd,cassandra,7.0,summerville crescent,,black rock,2315,vic,,6151307,36026,2241
james,farnham,3.0,wanganeenavenue,marjidin,port broughton,2107,sa,19011012.0,3915581,46878,1041
taliah,crouch,104.0,dumas street,mermaid plaza dental centre (cnr gold co,dorrigo,7250,nsw,19700716.0,4462202,95588,2242
ashlee,amson,57.0,kenned y srreet,brentwood vlge,bundamba,4067,tas,19071124.0,3004030,9505,2243
kiana,furness,5.0,wittenoom crescent,,macquarie fields,2446,vic,19220320.0,5957142,57958,2244
callum,whiye,19.0,morningsite,bock place,redbank plains,2137,vic,19470908.0,8508455,87502,2245
joshua,linnell,2.0,lambrigg street,craigie lea garden,balwyn north,3185,qld,19260812.0,7096343,4205,31
bailee,shepherd,35.0,rose scott circuit,gillin park,coonawarra,4650,vic,19241019.0,6633998,88696,2246
jacob,white,11.0,hacke place,belgrade park,bayview heights,2229,vic,19590228.0,8872631,68670,790
jessica,mac kinder,15.0,wright place,,lavender bay,4727,vic,19561122.0,1762120,26636,254
meagan,watkins-lyall,78.0,clancy street,,broken hill,4169,sa,19860817.0,5297907,45151,826
jordan,goled,6.0,sharwood crescent,sunforest therapy centre,belmont,2155,nsw,19941117.0,6842639,63611,1410
harriosn,white,1.0,kitchener street,greehnills,minchinbury,4109,wa,19260828.0,1069868,61214,906
emmerson,lock,5.0,burnie sreet,,thursday island,3147,vic,19211129.0,3901477,44197,82
emma,munyarryun,64.0,warner place,lot nq,dromana,5052,nsw,19580605.0,9443774,14046,801
ethan,bartel,298.0,meyrick place,bingletree,tarragindi,3691,nsw,19901001.0,4525246,93380,1314
zierhlz,louis,6.0,manifold place,beltrasna angus stud,barrack ehights,5250,vci,19661015.0,7022760,28553,2247
joshua,villiers,273.0,goyder street,loughmore,adelaide,2484,vic,19730628.0,9653869,51172,694
benjamin,white,1.0,kitchener street,greenhlls,minchihbury,4109,wa,19260828.0,1069868,38674,906
clarke,wi,51.0,severne crescent,hazelwood garden,coodanup,5070,sa,19400516.0,4621214,48753,2248
william,panagaris,39.0,dryandra street,emmavale,teesdale,5554,vic,19240824.0,3853135,82055,875
talia,oliveri,72.0,ankaa place,westleigh,mosman,3311,qld,19020831.0,8405432,15848,1303
jayme,paine,156.0,leita court,ripplevale,naremburn,3082,act,19000226.0,4364676,89951,2249
david,huddy,40.0,mina wylie crescent,,torquay,3211,qld,19840327.0,3069553,18617,699
lachlan,butt,,follett street,eldwick,corowa,4065,nsw,19220712.0,1863874,23708,1339
toby,geraghty,49.0,la perouse street,,west lakes,2141,nsw,19450115.0,3871725,14111,1913
kelsy,charman,46.0,hobbs street,cornucopia,tomakin,4820,vic,19940729.0,1026581,12321,1575
izaac,pascoe,75.0,mugga way,camden,ryde,2602,nsw,19920603.0,7195214,89659,2250
jamie,kranz,8.0,,rmbh 884,port macquarie,5085,vic,19921217.0,4602627,4185,2251
jakob,clarke,47.0,leven street,lamington national,primbee,5062,vic,19610203.0,3239832,91599,2153
nathan,monaco,16.0,hollid place,villa 2,summer hill,4207,nsw,19251021.0,1784132,34305,1217
jack,ban,17.0,throssell street,killarney,pymble,2570,qld,19530428.0,6593255,91866,1120
lachlan,hersey,26.0,southern c ross drive,tezales,frankston,2056,sa,19620521.0,8117786,8154,1198
noah,weavell,20.0,bromell circuit,eveston park,new town,3934,tas,19980505.0,7187048,13009,1283
blake,bristow,12.0,archibald street,the willows,cleveland,1248,nsw,19540515.0,9773077,89838,283
laura,ryna,3.0,trumble street,craigie-lea,orange,2289,,,4198979,28175,2252
benjamih,foottit,10.0,macrobertson street,bowan brae,nunawading,4814,vic,19350513.0,9447822,60398,1043
adriana,pinto,46.0,dryandra street,quandialla,brunswicu west,5417,qld,19450702.0,1729257,69186,981
alexanrda,rohleder,2.0,kurrama close,albion grove,kilmore,4218,sa,19260609.0,4210279,70342,398
fergus,eveston,17.0,gurr street,glenmore,mount eliza,3037,sa,19231011.0,2687740,61897,2253
mitchell,mccombes,153.0,maranoa street,warrigunya,mount gravatt,4113,nsw,19650101.0,3844704,95694,2254
lochlan,prinlge,10.0,albermarle place,ponderosa,woori yallock,5355,qld,19780720.0,7679335,98941,853
patick,dargaville,18.0,cerutty crescent,,s tlucia,3364,nsw,19770925.0,5982994,42539,1862
yasmin,white,9.0,hallen close,kings apmts,charlestown,2756,nsw,19260409.0,3971103,47220,1197
hage,harriet,40.0,togo place,,,2300,nsw,19950203.0,1149839,13869,2255
woolger,isaac,9.0,ashburton circuit,kookaburra village,buniyp,5022,vic,19090613.0,6001508,63118,1893
anthony,coulson,2.0,clarkson street,cadogan,tin can bay,3094,vic,19380218.0,4284362,67494,1814
charlotte,reid,14.0,moorhouse street,ainslie house,karratha,2023,nsw,19910501.0,1804936,71989,2256
silas,butter,1.0,burkitt street,tubrubucca,canley vale,2031,nsw,19431110.0,7275629,80771,1753
edgecombe,reuben,6.0,ashburton circuit,northavenue,old guildford,4213,vic,19920512.0,8642119,88193,2257
caleb,kennaway,41.0,challinor crescent,currandina,minmi,7310,nsw,19690622.0,9192540,64616,2258
georgia,gamaly,109.0,barrington crescent,rmbh 884,deniliquin,5710,qld,19450326.0,9289465,27266,2259
lynae,morrison,119.0,praed place,sunnyspot farm,figtree,5125,nsw,19900803.0,8349507,89031,2260
,,18.0,disney vourt,ramano estate locn 1,labrador,2281,vic,19450301.0,2092869,67493,2261
callum,dabinet,12.0,darebin place,brinjarry,nyah west,4567,sa,19690221.0,4951921,71687,2262
michael,tylkowski,276.0,ashburton circuit,the market place,st peters,2570,nsw,19290421.0,9384379,68225,1701
lauren,paine,3.0,mcveyplace,yambira,helidon,2463,qld,19440502.0,4517134,85756,190
ethan,pettingill,31.0,carruthers street,glenefer a rden,gosford esst,2031,nsw,19890131.0,4142808,34560,1957
oscar,rees,48.0,cannan crescent,brentwo od vlge,cooma,5512,wa,19700718.0,2420340,68388,2263
kaitlin,fitzpatrick,4.0,tenison-woodscircuit,navi llus,corrimal east,2909,vic,19790109.0,4932458,46119,2264
ella,carraill,9.0,costello circuit,old post office,darlington,2830,nsw,19110316.0,2401432,90981,549
tristan,hunting,22.0,jerrabombefra avenue,,toronto,4847,qld,19430818.0,3644846,56337,1058
liam,sedgley,99.0,tinderry circuit,brentwood vlge,glen innes,6010,nsw,19270304.0,4782601,90253,2265
robbie,nelsen,32.0,ipima street,,sunshine,2355,vic,19360330.0,9706001,79817,2266
trey,ballantyne,425.0,wynter place,belmore river,labertouche,4124,vic,19960209.0,3163579,6770,855
jessica,smallacombe,34.0,eve place,ellersxlee,nunawading,5540,vic,19060713.0,6942191,57498,309
tiana,stbubd,417.0,barwellplace,lochlee,cromer heights,3869,nsw,19030715.0,1274999,15054,1974
timotht,broadby,1.0,mareng place,lewin lodge,,2770,qld,19670530.0,3863457,25089,1617
dixon,dominic,40.0,candlebark close,elmwo od,orange,4178,act,19420409.0,4798978,8966,1321
sebastian,waller,1.0,chinner crescent,,dapto,3016,wa,19290524.0,2315376,58306,2267
danny,campbell,95.0,totterdell street,moama,shellharbour,2209,vic,19951105.0,9554924,44709,2268
james,van wijk,4.0,macqueen place,noelurma,picnic bay,3147,vic,19091004.0,4476788,32524,2269
danbel,kluske,4.0,hawkesbury crescent,trito n units,oakhurst,3175,nsw,19820727.0,7413438,25794,272
whiteway,ashleigh,,cottonx treet,tubbargbba,park orchards,3123,vic,19610704.0,5163016,307,2270
patrick,fitzpatrick,4.0,tenison-woods circuit,navillus,corrimal east,2099,vic,19790109.0,4932458,26810,1009
coby,berry,27.0,heagney crescent,,cremorne,3078,vic,19260518.0,1390881,29684,281
tayla,greecn,38.0,kambalda crescent,ambevrale,bonville,2905,vic,19310175.0,2230673,69342,511
de la cruz,cambell,373.0,wirrawayc rescent,boxgrove,balaklava,2111,nsw,19870911.0,7676296,43720,2271
,white,61.0,eppalock street,brentwood vlge,taigum,2644,nws,19351102.0,1021508,46692,2272
erin,humphreys,11.0,endeavour street,lake macquarie vlge,umina beach,4873,nsw,19670519.0,5094045,89441,184
isabella,bradshaw,34.0,shenton crescent,heritage est,barwon heads,2261,vic,19610622.0,6315479,77757,1136
olivia,blackwell,21.0,barton highway,rowetohrpe,artarmon,2292,qld,19641223.0,9582858,48069,2273
william,bracci,13.0,hann street,upper flat,camp hill,2154,nsw,19470617.0,7315857,59959,1732
mikayla,clarke,225.0,richardsoncircuit,windy gully,campbell town,3814,vic,19970326.0,3619696,51272,2274
william,lazaroff,,leah y close,millwood,forbes,7256,qld,19780204.0,8072193,41888,76
toby,bovill,5.0,tyson street,colbes,findon,2640,nsw,19530821.0,4624277,54268,2275
blake,moody,,studley street,rosev ale,riverwood,4869,qld,,4137787,80343,1932
keelni,de wouytch,53.0,,kyeema,beaumaris,4506,wa,19100920.0,6785987,2610,2276
joel,ejlak,61.0,,brentwood vlge,taigum,2644,nsw,19351102.0,1021508,54311,679
kirra,truslove,,epacris place,sunnyview,kirribilli,4500,wa,19070603.0,7140227,4512,2277
aidan,blackwell,24.0,eddy crescent,crosshills,whiteqpatch,2121,vic,19980911.0,5406026,75906,375
joshua,,585.0,bardolph street,garden est,killaar,2500,wa,19880210.0,2571059,47956,2278
lucas,campbell,19.0,dyett circuit,kooyong,wangaratta,2594,vic,19520124.0,3068374,68222,1243
jaime,musolimo,324.0,elliottstreet,kildafra,bedfodrale,2081,qld,19631110.0,8789539,2374,1302
connor,crossingham,10.0,goossens place,allanvale,rostrevor,4109,vic,19101121.0,7142384,21080,2279
wiol,seng,36.0,jim pike avenue,wariaei,yenagrie,5504,qld,19510103.0,1604410,30180,2115
,rundle,5.0,beaumont close,tyrone hills,st ivzes,4020,vic,19640105.0,8384590,18884,643
,morrison,,parnell place,,chishozm,2508,nsw,19620915.0,3101161,65356,2280
madison,,37.0,sanf ord place,white lodge,ringwood,5047,sa,19220609.0,7161189,80757,2281
jock,thorpe,37.0,cowdery place,the park,tighes hill,2452,vic,19050712.0,5798784,72885,2282
matthew,curry,12.0,eyre street,cameroo,blackmans bay,2533,wa,19570510.0,6255654,23073,2283
jackson,bowerman,14.0,maltby circuit,loravilla,bunbury,2260,wa,19940912.0,9147007,12828,2284
vincent,ruby,68.0,buny close,lumeah co ttage,elizabeth vale,3830,sa,19871128.0,3231273,75252,2285
emiily,noisier,251.0,ivo whitton circuit,kacadoo,blackburn north,3746,nsw,19470901.0,2457694,85349,648
stephanie,westbrook,13.0,badimara street,,mount pleasant,2010,act,19520107.0,7788330,29988,1534
everett,xepheren,90.0,packer street,yonda iones,mill park,4375,sa,19750202.0,6641961,11246,2286
michaeka,deese,16.0,leaso nclose,craigie mea garden,charlestown,2537,nsw,19360507.0,6307936,14071,1290
spencer,green,24.0,yarra street,katalina forrest,taret,3829,act,19420313.0,8155837,8680,2287
thomas,weidenhofer,3.0,woronora street,war veterans hme,clayfield,4068,qld,19241110.0,7010655,62931,2288
cooper,dandie,54.0,coates ylace,,pakenhsm,6210,vic,19490201.0,7002450,84419,897
tynan,abera,16.0,haines street,st john of god hospital,ballarat,2303,nsw,19370412.0,5824612,8593,810
teaha,binns,26.0,castley circuit,warrambucac garden,rokeby,3816,nsw,19900612.0,1129369,77858,1465
erin,kyriacou,32.0,holmes crescent,ferncliff,horsly,2138,vic,19900510.0,5417288,99142,669
samantcha,doblinger,7.0,bangalay crescent,the hammond village,deer park,4380,nsw,19131222.0,1907245,10037,1123
mikaela,parr,40.0,ijong sstreet,,brookadle,3043,nsw,19111231.0,6060340,42195,2226
ashlie,mason,3.0,sinclair street,young retirement village,flagstaff hill,3201,nsw,19540731.0,9955736,14814,476
james,warneke,56.0,namadgi circuit,carrangarra,dalby,3000,nsw,19140410.0,5449129,28742,488
mitchell,creten,185.0,birrabilla,beattie crscent,moranbah,2525,nsw,19360703.0,2328993,54984,2289
kobe,george,19.0,tenison-woods circuit,cliff house 2,franiston,3208,qld,19960914.0,8823656,83287,1772
thomas,miles,18.0,caley crescent,villa 2,sunshine,4703,sa,19620721.0,8287970,31940,1760
chloe,arneil,113.0,pullen street,blue hills,belmont,4883,nsw,19951224.0,4389592,83172,327
magnus,mazzone,22.0,ingham place,,,2285,nt,19650426.0,684075,69348,1040
cooper,coxno,8.0,downard street,homewod,laanecoorie,3182,sa,19070923.0,5430172,83074,373
sarah,mccarthy,142.0,bunurung close,villa 1/4,hope valley,2214,nsw,19420905.0,8365314,82069,2219
beau,chandler,10.0,fox place,,burwood,4810,tas,19180422.0,4212098,65066,1155
mithcell,richmond,38.0,fidge stfeet,wentworbh house,blair athol,6148,nsw,19110605.0,6035967,36831,1519
alexandra,kiss,15.0,shellshear place,yambria,mclarne vale,2209,wa,19600804.0,4154968,17530,1000
samantha,limbert,4.0,coghlan street,mari-ma farm,clareville beach,5169,vic,19731222.0,1231067,8755,2290
sam,shrowder,21.0,aspinall street,crestwood,eden,4133,vic,19981214.0,9514150,4996,2291
caleb,white,29.0,couchman crescent,yarawee,rosebud,3796,nsw,19110318.0,3447449,77742,2292
harryk,peachey,45.0,george street,wirreanda vlge,huonbrook,3194,sa,19760829.0,7814989,77841,464
george,hope,76.0,kitchener street,g i brahman stud,nanneella,6530,vic,19760629.0,9882299,29157,1578
cameron,cordingley,12.0,waite street,summ erh ill,colc,5238,nsw,19700430.0,5765191,3650,1951
melknda,sandman,468.0,nona place,st francis village,east hills,4065,tas,19540128.0,9843714,42472,472
domenique,paterson,15.0,lubuma place,merewether public school,greensborough,3138,qld,19161017.0,4975843,79644,817
jesse,rowan-kelly,453.0,wentworth avenue,,terrey hills,3134,tas,19620917.0,6056474,88172,2293
